date,open,high,low,close,volume,Dividends,Stock Splits
2015/12/18,4578.689941,4593.399902,4513.22998,4514.830078,3765210000,0,0
2015/12/21,4547.919922,4560.709961,4519.819824,4560.549805,1673400000,0,0
2015/12/22,4580.609863,4596.080078,4560.540039,4589.259766,1556670000,0,0
2015/12/23,4612.160156,4626.169922,4605.359863,4624.589844,1591490000,0,0
2015/12/24,4626.319824,4635.589844,4620.799805,4622.77002,706880000,0,0
2015/12/28,4610.410156,4621.680176,4580.129883,4621.350098,1310650000,0,0
2015/12/29,4645.080078,4702.740234,4644.319824,4691.080078,1383470000,0,0
2015/12/30,4687.160156,4688.660156,4651.72998,4652.009766,1247530000,0,0
2015/12/31,4634.160156,4642.549805,4592.879883,4593.27002,1437480000,0,0
2016/1/4,4485.060059,4497.859863,4439.129883,4497.859863,2218420000,0,0
2016/1/5,4512.040039,4522.120117,4466.049805,4484.180176,1927380000,0,0
2016/1/6,4409.779785,4467.549805,4409.490234,4443.990234,2168620000,0,0
2016/1/7,4349.140137,4403.609863,4303.660156,4305.720215,2552590000,0,0
2016/1/8,4336.120117,4362.459961,4264.810059,4270.779785,2288750000,0,0
2016/1/11,4300.970215,4311.140137,4217.629883,4283.549805,2391110000,0,0
2016/1/12,4322.77002,4353.189941,4273.02002,4333.720215,2147470000,0,0
2016/1/13,4352.640137,4359.5,4177.299805,4183.120117,2533200000,0,0
2016/1/14,4201.22998,4308.25,4133.319824,4272.970215,2565560000,0,0
2016/1/15,4123.870117,4184.689941,4085.790039,4141.080078,2818630000,0,0
2016/1/19,4199.560059,4202.040039,4101.049805,4147.069824,2394550000,0,0
